build_desc,aff_points,demo_points,destro_points,improved_life_tap,suppression,improved_corruption,malediction,soul_harvesting,improved_drains,improved_bane_of_agony,fel_concentration,amplify_curse,pandemic,malevolence,nightfall,curse_of_exhaustion,siphon_life,soul_siphon,shadow_mastery,wrack,improved_health_funnel,improved_imp,demonic_embrace,unholy_power,demonic_aegis,improved_voidwalker,fel_vitality,demonic_energies,improved_sayaad,demonic_sacrifice,master_summoner,decimation,fel_domination,demonic_brand,improved_felhunter,soul_link,demonic_knowledge,master_demonologist,demonic_pact,destructive_reach,improved_shadow_bolt,bane,molten_skin,cataclysm,aftermath,ruin,shadowburn,intensity,agonizing_flames,conflagrate,pyroclasm,bane_of_havoc,fire_and_brimstone,shadow_and_flame,incinerate,race_id,fight_duration,spell_power,shadow_power,fire_power,spell_hit_percent,spell_crit_percent,spell_haste_percent,intellect,spirit,stamina,max_mana,target_level,target_shadow_res,target_fire_res,curse_of_shadows,curse_of_elements,demon_setup,rotation_id,maintain_immolate,dps,dps_std,isb_uptime_percent,avg_life_taps,avg_mana_spent,avg_mana_gained
DS/Searing Pain,6,13,32,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,2,0,4,0,3,5,5,1,0,3,1,0,0,3,5,0,4,59.7908,160.909,80.5044,120.994,3.34078,37.647,21.4532,320.291,66.6457,492.278,6267.36,61,96.7914,31.6638,1,0,3,0,1,483.488,29.741,0,7,8444.08,4938.47
random_valid_51,12,28,11,2,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,5,4,2,0,1,2,2,1,2,1,0,0,1,0,2,0,0,2,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2,157.016,1200.4,178.971,99.1285,12.0008,53.3763,1.61667,476.658,71.1909,474.354,8542.87,62,13.4179,104.211,1,1,3,0,0,1128.3,37.9206,81.9786,17,21102.1,13204.3
Shadow and Flame Fire DS-Succ,3,17,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,0,3,0,0,1,2,1,0,1,0,0,0,0,0,2,1,5,0,3,1,5,1,0,3,1,0,1,3,5,0,2,131.425,831.987,91.6694,182.502,12.7014,35.8302,29.5173,135.399,148.961,476.411,3423.99,61,110.553,2.49198,1,0,3,0,1,980.485,44.7747,50.0344,18,19306.1,14339.4
DS/AF,6,11,34,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,5,5,1,3,1,5,1,0,3,1,0,0,3,5,0,3,116.174,1019.75,15.4957,152.86,10.5064,17.6153,17.435,142.973,198.337,200.895,3537.6,61,22.2194,58.184,1,1,3,0,1,1068.18,58.6518,38.1229,13.95,17352.1,11989.5
random_valid_51,6,29,16,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,2,3,1,0,3,0,1,0,0,3,2,0,0,0,0,2,2,4,2,0,5,1,0,0,0,0,0,0,0,0,0,3,168.662,1382.8,78.1548,37.3949,9.85264,7.12146,34.1096,192.726,118.71,258.253,4283.9,61,110.931,41.6736,1,1,2,3,0,978.679,33.3016,45.3469,28,25367.3,19611.9
random_valid_51,19,18,14,2,1,5,3,2,1,0,2,1,1,0,1,0,0,0,0,0,2,2,3,4,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,2,1,4,1,3,1,1,1,0,0,0,0,0,0,0,0,2,231.834,1098.86,134.111,191.194,9.74894,13.5178,11.792,100.824,204.233,591.206,2905.37,60,19.6177,4.84143,0,1,3,0,0,762.379,28.5667,41.759,29.995,31974.9,28051.7
Aff/DP Brand,9,31,11,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,3,0,3,1,2,2,0,3,0,1,3,5,1,0,2,5,0,3,0,0,1,0,0,0,0,0,0,0,0,1,52.5231,450.07,168.311,67.4847,0.771289,19.8126,22.6891,137.628,92.6144,292.563,3457.42,62,79.0287,104.568,0,0,6,3,0,552.051,27.6926,55.7219,5,7865.64,3673.38
Shadow and Flame Fire Succ,7,13,31,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,0,3,1,0,1,3,5,1,3,176.044,1397.94,56.6418,35.8486,4.74991,30.0172,18.063,290.631,90.963,410.121,5752.47,62,51.4759,21.4859,1,0,1,10,1,1137.42,44.0332,0,29,27644.3,19510.9
random_valid_51,13,25,13,1,5,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,1,3,2,2,3,1,2,0,1,1,0,0,0,0,0,2,3,3,2,2,0,0,1,0,0,0,0,0,0,0,0,3,41.1075,241.138,72.7265,155.181,15.2072,52.2101,33.9914,276.848,337.392,564.426,5545.72,63,95.0713,88.9819,0,0,3,0,0,475.642,24.8726,76.0286,1.03,7449.23,1068.01
DP/AF Shadow,1,31,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,2,3,1,0,1,0,1,0,1,3,5,1,1,4,5,1,0,0,5,0,0,3,0,0,0,0,0,0,1,135.131,1040.55,19.6424,130.265,11.7952,33.9987,29.4343,457.831,148.023,363.447,8260.46,60,25.7088,4.63881,0,0,5,3,0,1477.99,74.4272,83.8823,15,21748.7,10848.3
Shadow and Flame Fire 2,9,10,32,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,5,5,1,0,3,1,0,1,3,5,1,0,253.154,297.945,20.2906,62.9937,11.6627,11.764,17.8733,473.157,82.0884,381.838,8490.35,61,91.3782,96.7942,1,0,1,10,1,469.475,14.8248,0,42,39984.5,30326.5
Shadow and Flame Fire Succ,6,13,32,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,5,5,1,0,3,1,0,1,3,5,1,1,284.764,262.317,22.4094,176.189,16.5327,46.1782,25.4536,156.963,52.1729,261.01,3747.44,62,52.0063,36.4407,0,1,1,2,1,643.324,15.571,0,58.02,42717.3,36206.4
random_valid_51,19,20,12,2,2,2,2,2,2,2,0,1,3,0,0,1,0,0,0,0,1,3,5,3,2,0,1,1,1,0,1,1,0,1,0,0,0,0,0,2,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,4,134.253,880.801,185.992,29.8822,14.1376,24.8633,29.1581,453.456,114.422,399.283,8264.83,62,83.1646,63.5823,1,1,1,0,0,859.543,42.7508,73.4263,13,18997,10765.4
Shadow and Flame Shadow 2,8,13,30,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,3,1,0,0,3,5,0,3,220.432,1221.47,40.8739,95.5067,8.14371,15.0616,15.5034,183.284,282.846,439.769,4142.25,63,33.0847,32.2137,0,1,1,0,1,1039.35,43.5677,35.3203,29,33743.7,27605.1
Fire Destro+Suppression,9,11,31,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,5,5,1,0,3,1,0,1,3,5,1,3,246.991,1178.3,94.4691,177.1,2.0513,44.9608,26.2242,220.319,259.676,248.79,4697.79,63,75.3807,99.718,0,1,2,2,1,1309.8,50.5493,0,39,39785.4,32826.4
random_valid_51,17,22,12,2,4,3,1,0,3,0,1,1,1,0,0,1,0,0,0,0,2,2,3,3,2,2,2,1,0,1,2,1,0,1,0,0,0,0,0,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,169.7,914.087,187.652,154.918,7.50668,44.2422,22.3667,437.589,246.966,252.633,7956.83,60,62.893,104.852,1,0,2,0,0,1112.81,31.8005,88.6453,14.005,24270.6,13828.3
DS/AF,4,13,34,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,0,2,2,5,1,0,3,1,0,0,3,5,0,2,78.5869,113.783,36.2455,67.1989,17.2765,33.4119,1.2853,322.727,149.575,299.899,6233.9,63,81.5075,90.456,1,1,3,0,1,458.478,28.9908,54.7632,7,12076.6,5097.03
DP/AF Fire,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,3,2,0,1,0,0,0,3,0,1,3,5,1,0,0,5,0,3,2,5,1,0,3,1,0,0,0,0,0,3,100.277,224.544,25.4027,101.458,16.5008,39.613,2.77848,487.487,227.771,167.873,8705.3,61,73.5705,19.8604,0,1,5,3,0,610.431,28.3344,0,5.975,13372.4,4888.51
random_valid_51,25,17,9,2,4,2,3,2,3,2,0,1,2,1,0,1,1,1,0,0,2,2,2,3,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,161.654,1147.15,28.9067,0.833291,2.95593,35.7807,23.5539,368.208,287.984,303.207,6916.13,60,12.7328,46.0903,0,0,3,0,0,947.083,48.2054,83.7294,15,23889.6,15535.7
random_valid_51,20,27,4,2,4,5,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,3,3,5,2,0,3,2,3,1,1,1,0,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,270.07,418.269,144.888,194.11,8.08014,42.758,29.7509,464.327,143.448,586.969,8357.9,61,89.472,67.5659,1,1,3,0,0,629.513,17.1435,89.5078,33,39440.2,28468.6
random_valid_51,7,21,23,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,1,2,2,3,0,1,1,0,0,0,0,0,0,0,2,3,4,5,1,1,4,1,2,0,0,0,0,0,0,0,4,69.6487,764.375,133.053,110.088,13.3761,49.0342,26.0586,310.588,50.1704,325.463,6121.83,61,9.61249,95.3877,1,1,2,0,0,1005.18,49.7433,76.2714,10,9930.17,7482.04
random_valid_51,24,15,12,2,2,5,2,1,1,2,2,1,1,2,0,1,1,1,0,0,2,2,5,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5,2,1,0,2,0,0,0,0,0,0,0,0,0,0,3,85.5865,723.861,73.338,44.499,17.0365,24.4151,1.24214,248.34,157.578,354.967,5118.09,62,119.098,90.5977,1,0,3,0,0,691.6,51.8971,67.3198,7,10950.6,6238.46
Shadow and Flame Fire DS-Succ,1,18,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,2,0,3,1,0,0,2,2,0,0,0,0,0,0,0,1,0,5,0,3,2,5,1,1,3,1,0,1,3,5,1,1,145.039,907.358,100.34,82.8001,14.3906,36.4795,18.6949,481.011,288.157,529.312,8608.16,63,93.5116,58.4971,1,0,1,10,1,969.061,35.7095,0,17,23387.8,14670.7
NF/DS/Ruin,19,10,22,2,5,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,1,5,1,0,3,0,0,0,0,0,0,2,261.302,139.558,17.5012,37.7953,12.6345,17.0457,2.30512,179.564,228.479,293.295,4086.46,60,66.8011,70.2273,1,1,2,0,0,416.71,14.8802,49.3401,31.94,36908.9,30812.1
random_valid_51,13,22,16,2,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,2,3,1,1,2,1,0,0,0,0,0,0,1,0,0,2,2,2,2,3,1,3,1,0,0,0,0,0,0,0,0,0,221.558,1193.21,81.161,110.54,6.63909,45.1743,16.6321,495.766,154.617,292.081,8829.5,60,56.5809,77.8634,0,1,3,0,0,1036.76,38.4503,83.8767,23,30783.7,20175.4
DP/AF Fire,1,30,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,3,2,0,1,0,0,0,3,0,1,3,5,0,0,0,5,0,3,2,5,1,0,3,1,0,0,0,0,0,0,160.575,1120.83,168.824,170.837,1.04489,37.3403,24.0556,481.283,190.482,126.927,8612.24,61,60.4502,108.98,1,0,3,0,1,1293.06,56.1911,0,16,24798.9,13512.5
Fire DS No Corr,7,12,32,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,5,1,0,2,1,0,1,3,5,1,3,252.083,754.638,132.645,27.0745,11.1425,27.9908,33.9854,283.455,156.368,193.917,5644.83,61,79.2261,112.714,1,1,1,2,1,919.634,27.8962,0,39,39782.1,31661.5
random_valid_51,24,15,12,2,3,5,5,0,2,1,0,1,2,2,0,0,0,1,0,0,2,3,3,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,227.258,966.25,41.5703,170.549,9.13836,15.4274,11.3386,334.268,172.144,148.894,6407.02,60,52.7016,90.5926,1,1,2,0,0,885.074,29.695,64.0694,27,32425.3,24160.7
random_valid_51,15,22,14,2,4,3,0,2,0,2,1,0,1,0,0,0,0,0,0,0,2,3,1,4,0,3,3,1,1,1,2,1,0,0,0,0,0,0,0,2,1,5,2,1,1,1,1,0,0,0,0,0,0,0,0,4,123.825,637.055,18.0173,115.141,16.1273,25.4147,16.6269,210.458,100.581,298.362,4619.87,61,7.28592,106.808,0,0,2,0,0,605.125,22.2395,60.3158,14,18647.8,11345
random_valid_51,6,30,15,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,1,2,2,2,2,0,1,1,2,0,3,1,1,1,2,0,2,0,5,1,3,1,2,1,0,0,0,0,0,0,0,0,4,295.268,1006.59,40.8617,95.3731,8.1405,25.3366,30.8438,177.951,271.646,214.702,4132.26,62,40.4619,86.8594,0,0,3,0,0,788.466,21.0632,0,37,44030.4,37560.7
Aff/DP,12,32,7,2,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,0,3,1,2,2,1,1,0,1,3,5,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9,1096.47,135.832,133.896,14.0403,36.5415,7.83679,214.293,150.805,500.555,4607.39,63,118.021,12.3382,0,1,6,3,0,899.809,43.9747,76.3425,9.075,13336.8,7925.57
Shadow and Flame Fire,1,17,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,2,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,5,5,0,0,0,5,1,3,3,1,0,1,3,5,1,3,255.214,490.069,46.9411,186.6,8.71391,53.5845,34.7765,233.799,58.1775,109.329,4899.98,60,46.2301,13.4138,1,0,2,2,1,914.822,21.735,0,49,39040.8,31327.7
random_valid_51,14,20,17,2,0,5,2,2,3,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,3,5,4,1,2,0,1,0,0,0,0,0,0,0,0,2,165.81,839.692,13.0244,51.4244,8.76505,33.7724,30.9912,434.466,104.601,215.344,7909.99,60,77.4979,32.1572,0,1,3,0,0,741.658,28.5471,79.2313,21,27425.7,17131.9
DS/Searing Pain,6,12,33,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,2,5,0,3,4,5,1,0,2,1,0,0,3,5,0,4,225.254,782.781,190.314,188.683,10.3912,20.3008,12.9084,427.081,203.883,355.762,7869.22,62,100.409,36.8767,0,0,3,0,1,885.33,34.9021,47.934,24.99,32404,21425.8
random_valid_51,9,21,21,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,2,3,2,1,2,0,2,0,0,0,0,0,0,0,0,2,5,2,2,3,1,2,1,1,1,1,0,0,0,0,0,1,142.903,600.864,62.5032,118.786,7.89344,17.3888,31.7186,151.2,321.922,113.804,3661.01,63,39.4318,33.1563,0,0,1,0,1,544.862,30.7739,51.7128,15,21501.2,16130.6
random_valid_51,15,19,17,2,4,3,0,2,1,2,0,0,1,0,0,0,0,0,0,0,2,1,4,3,1,2,2,1,0,0,2,0,1,0,0,0,0,0,0,1,5,2,3,2,1,1,1,1,0,0,0,0,0,0,0,4,133.965,947.4,80.785,181.437,5.10309,40.9708,18.2171,269.022,157.132,406.962,5498.33,60,52.4078,52.8359,1,1,1,0,0,959.661,46.6099,76.9884,14.97,18951.4,13148.2
random_valid_51,17,25,9,2,3,3,1,2,2,1,3,0,0,0,0,0,0,0,0,0,2,3,5,5,2,1,1,2,0,1,2,0,0,1,0,0,0,0,0,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,283.389,834.232,11.2649,97.0799,0.0109102,31.5106,9.69759,468.272,135.174,291.778,8417.08,60,105.485,72.2054,1,1,2,0,0,770.103,21.0723,83.3909,31.825,37341.5,27421.9
DP/AF Corruption,2,32,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,3,2,3,1,0,2,0,1,0,1,3,4,1,0,5,5,0,0,0,5,0,0,2,0,0,0,0,0,0,2,67.8467,544.186,66.4251,103.204,3.80371,23.827,13.2733,109.705,299.154,529.726,3038.57,60,1.08971,72.6341,1,0,5,3,0,957.772,69.4157,63.6499,7,10140.1,6136.08
SM/AF,31,0,20,2,5,5,5,0,0,0,0,0,3,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,5,1,0,3,0,0,0,0,0,0,0,247.41,600.841,176.359,147.98,1.78098,21.7457,22.1962,397.922,134.788,516.843,7361.83,62,92.7945,0.54826,0,1,1,6,0,803.477,39.6585,70.1207,35.005,38558,29801.3
Aff Incinerate,12,7,32,2,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,5,1,1,3,1,0,1,3,5,1,0,194.139,764.896,88.7479,127.156,5.42007,23.4203,6.11561,309.588,251.652,119.409,6036.82,62,73.0881,90.9437,1,0,1,2,1,877.126,29.6959,0,22,30307.8,21843.6
NF/AF,23,10,18,2,4,5,3,1,0,0,0,0,0,5,2,0,0,1,0,0,0,2,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,3,0,0,0,0,0,0,4,254.809,609.718,92.9717,163.582,7.50179,8.09881,12.726,482.452,78.1276,348.065,8699.78,62,104.552,105.866,1,0,1,0,0,693.255,33.0795,60.9933,32.065,35951.2,25100.2
Deep Affliction Imp,32,7,12,2,5,4,0,0,2,0,1,0,3,5,2,0,1,2,5,0,1,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,3,221.55,287.926,100.924,95.2202,14.0896,7.3853,2.03786,472.527,138.506,459.406,8480.9,63,88.2048,28.8995,1,0,1,0,0,450.57,22.7687,61.1251,23.285,29778.3,20168.7
random_valid_51,8,25,18,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,2,2,1,1,1,2,1,1,1,0,0,1,0,0,2,5,0,5,2,2,1,1,0,0,0,0,0,0,0,0,4,130.933,410.863,58.9708,13.1913,4.65959,37.6928,21.0127,130.03,248.221,318.971,3413.45,61,8.18981,31.8109,0,0,2,0,0,555.435,24.4437,68.9184,13,17610.4,12852.7
random_valid_51,6,28,17,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,3,2,3,3,2,1,1,2,0,0,0,0,1,1,0,0,2,3,5,1,0,3,1,1,0,1,0,0,0,0,0,0,3,247.3,584.903,179.17,49.973,7.50629,53.0999,8.98757,495.682,244.564,497.499,8828.23,63,3.42326,57.3678,0,1,3,0,0,713.108,31.9487,89.082,27,38668.2,26814.7
random_valid_51,14,15,22,2,3,1,1,2,2,1,0,1,1,0,0,0,0,0,0,0,2,1,2,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,3,2,1,1,1,1,1,0,0,0,0,0,0,1,204.603,331.131,57.4713,103.425,14.7239,46.4806,17.7463,161.173,340.026,257.208,3810.59,60,16.3148,117.495,0,0,2,0,0,602.466,24.0135,84.8846,24,31049.6,26311.1
DP/AF Shadow,2,30,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,2,3,1,0,2,0,0,0,1,3,5,0,1,5,5,0,0,0,5,0,0,3,0,0,0,0,0,0,3,142.024,1166.87,183.477,57.2523,1.92263,45.0054,19.0908,213.592,301.076,423.555,4596.87,62,105.292,93.5235,0,0,3,0,0,1332.79,84.1857,84.6741,17,20875.2,15039.3
Shadow and Flame Shadow 2,6,14,31,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,5,5,1,2,0,5,1,0,3,1,0,0,3,5,0,1,162.057,641.163,183.973,166.235,5.92471,43.0156,28.282,102.33,160.381,373.969,2927.95,62,91.313,112.062,1,1,1,0,1,975.504,45.0026,59.1896,26.935,24509.7,19746.9
random_valid_51,12,27,12,2,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,5,1,3,3,2,0,0,1,2,0,0,3,0,0,1,0,2,3,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,135.529,654.361,142.356,117.069,8.63723,29.3251,14.3992,250.055,278.132,335.567,5143.82,60,72.486,38.6661,0,0,2,3,0,711.145,30.4141,69.4317,12,18145.5,12321.1
random_valid_51,10,24,17,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,1,3,2,1,2,1,2,0,0,2,0,0,0,0,0,1,3,5,1,2,2,2,1,0,0,0,0,0,0,0,0,2,131.196,362.639,44.0333,195.948,11.2393,34.2953,34.7187,266.496,316.063,128.151,5390.45,62,109.979,62.61,1,1,3,0,0,563.582,28.0752,79.2586,15,21937.7,14724
random_valid_51,20,15,16,2,4,5,1,2,0,0,3,1,0,1,0,1,0,0,0,0,2,3,2,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,4,2,2,3,1,0,1,0,0,1,0,0,0,0,0,4,48.4979,504.299,103.616,52.5,9.2213,54.4065,32.193,392.394,172.317,176.08,7348.92,62,24.9075,51.1137,0,1,2,0,1,701.693,30.2698,76.9734,4,6703.29,3594.32
Deep Affliction,39,12,0,2,5,5,5,0,3,0,0,1,3,5,1,1,0,3,5,0,1,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,240.159,1075.16,149.544,188.54,2.05418,36.486,0.717806,451.697,150.514,243.98,8168.46,62,64.2073,81.4992,1,1,2,16,0,1038.92,36.2622,0,20.205,29004.8,17831.3
random_valid_51,20,22,9,2,5,0,2,2,3,0,1,1,0,2,1,1,0,0,0,0,2,3,2,3,1,2,3,2,1,1,1,1,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,214.484,981.527,124.851,194.832,17.6421,12.6972,21.2059,193.773,78.8576,597.325,4299.6,62,20.4111,86.4315,1,1,3,0,0,856.273,27.0489,57.6647,29.02,29680.4,23007.6
random_valid_51,9,25,17,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,1,3,2,2,1,1,2,1,0,0,0,1,0,0,0,2,4,1,2,2,4,0,0,1,1,0,0,0,0,0,0,2,187.781,300.597,47.7489,67.3776,14.2988,42.9046,1.67261,141.274,270.281,393.42,3512.12,60,59.2338,91.6383,1,0,3,0,0,438.619,16.4411,79.8093,16,21721.4,16281.4
random_valid_51,25,17,9,2,5,4,1,2,3,2,3,1,1,0,0,0,1,0,0,0,1,3,2,4,2,0,2,0,0,1,2,0,0,0,0,0,0,0,0,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,180.372,364.484,82.8396,182.559,1.09075,26.4783,12.1639,440.018,64.3913,430.96,7993.27,61,10.917,108.321,0,1,3,0,0,441.996,18.4623,77.5453,18.005,24420.5,14001.9
DP/AF Shadow,1,32,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,2,3,1,1,2,0,0,0,1,3,5,1,0,5,5,0,0,0,5,0,0,3,0,0,0,0,0,0,2,190.473,1083.52,197.169,136.448,13.5954,32.7918,10.0198,194.237,128.254,538.548,4306.56,63,112.036,69.5522,0,0,5,3,0,1390.67,69.8997,72.8766,27,25498.6,19004.9
random_valid_51,12,29,10,2,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,4,2,2,3,2,2,3,1,1,0,0,1,3,0,0,0,0,2,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,4,139.473,453.234,42.5473,169.397,10.5941,18.5844,33.7571,246.085,283.238,314.091,5154.28,61,21.1749,87.3821,1,1,3,0,0,578.095,21.6318,66.324,14,22043.2,14425.6
NF/DS/Ruin,20,11,20,2,5,5,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,5,1,0,2,0,0,0,0,0,0,0,213.548,1229.29,104.055,72.0367,16.1505,40.5126,4.67397,201.627,283.236,408.664,4417.41,61,115.171,11.5828,0,1,3,0,0,1236.25,55.4033,79.231,24.385,30827.8,25135.4
random_valid_51,27,12,12,2,5,5,2,2,2,1,3,1,1,1,0,1,1,0,0,0,2,3,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,97.7719,266.819,25.2165,101.157,16.4056,53.2274,34.0656,181.151,183.71,553.633,4110.26,60,104.714,58.093,1,1,2,0,0,595.181,24.6367,89.4929,12,14966.8,10929.4
random_valid_51,17,22,12,2,2,5,2,2,0,0,0,1,1,1,0,1,0,0,0,0,2,3,5,2,2,3,2,0,1,1,0,1,0,0,0,0,0,0,0,2,1,4,1,2,1,0,1,0,0,0,0,0,0,0,0,1,259.575,185.396,178.91,47.7948,7.72136,6.20957,24.3958,381.362,144.932,239.349,7113.42,62,52.734,77.6633,1,0,3,0,0,420.266,10.4729,39.7536,34,38368.4,29291.6
random_valid_51,4,25,22,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,3,1,2,2,2,2,1,2,2,0,1,0,0,1,0,0,2,4,5,2,2,2,3,1,0,1,0,0,0,0,0,0,4,92.0398,1334.11,74.6929,12.654,5.25266,27.929,5.17008,371.611,277.978,275.436,7037.16,62,27.1678,3.09401,0,0,2,0,0,1046.65,59.7796,56.4394,7,13134.8,7186.61
Deep Affliction,38,12,1,2,5,5,5,1,3,0,0,1,2,5,0,1,0,3,5,0,0,0,5,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,144.936,663.321,151.872,127.6,0.653156,30.1975,31.9173,496.011,62.5137,175.975,8833.17,62,96.9938,54.9956,1,1,2,16,0,828.568,32.2206,0,14,22149.8,10738.2
